id,invoice_description,amount_usd,is_fraud,fraud_type
INV-2026-10518,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,22022.25,1,fraud
INV-2026-10519,Executive travel reimbursement and client dining expense report for Q2 strategic review.,47553.36,0,none
INV-2026-10520,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -5076.,12087.02,1,fraud
INV-2026-10521,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-232. Approved by IT director.,9183.99,0,none
INV-2026-10522,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,17553.92,1,fraud
INV-2026-10523,Fulfillment of PO-57087: 50 units of part #PRD-3701 shipped to Chicago distribution hub.,1937.11,0,none
INV-2026-10524,Quarterly consulting retainer for cybersecurity compliance audit support. Direct payment required per invoice terms.,7034.94,1,fraud
INV-2026-10525,Monthly retainer for executive legal counsel per Master Service Agreement MSA-997 and PO-93928.,30102.28,0,none
INV-2026-10526,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,22771.4,1,fraud
INV-2026-10527,Monthly retainer for freight shipping per Master Service Agreement MSA-358 and PO-72180.,35064.41,0,none
INV-2026-10528,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,31517.09,1,fraud
INV-2026-10529,Fulfillment of PO-23751: 500 units of part #PRD-2928 shipped to Chicago distribution hub.,6586.62,0,none
INV-2026-10530,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,48682.87,1,fraud
INV-2026-10531,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-402. Approved by IT director.,45607.47,0,none
INV-2026-10532,Re-submission: Invoice for PO-10358 services rendered. Remit via updated wire transfer protocol.,41926.38,1,fraud
INV-2026-10533,Executive travel reimbursement and client dining expense report for Q2 strategic review.,32572.5,0,none
INV-2026-10534,Re-submission: Invoice for PO-70853 services rendered. Remit via updated wire transfer protocol.,43832.88,1,fraud
INV-2026-10535,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-920. Approved by IT director.,5654.93,0,none
INV-2026-10536,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,18518.84,1,fraud
INV-2026-10537,Executive travel reimbursement and client dining expense report for Q2 strategic review.,6577.77,0,none
INV-2026-10538,Re-submission: Invoice for PO-60556 services rendered. Remit via updated wire transfer protocol.,32793.48,1,fraud
INV-2026-10539,Fulfillment of PO-17686: 50 units of part #PRD-2699 shipped to Chicago distribution hub.,45650.11,0,none
INV-2026-10540,Re-submission: Invoice for PO-67430 services rendered. Remit via updated wire transfer protocol.,30956.56,1,fraud
INV-2026-10541,Fulfillment of PO-24802: 200 units of part #PRD-8220 shipped to Chicago distribution hub.,4103.47,0,none
INV-2026-10542,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -6542.,26435.88,1,fraud
INV-2026-10543,Routine notice: Scheduled update to primary remittance account #8895 for contract CTR-543.,17941.72,0,none
INV-2026-10544,Re-submission: Invoice for PO-83183 services rendered. Remit via updated wire transfer protocol.,32526.54,1,fraud
INV-2026-10545,Fulfillment of PO-71510: 200 units of part #PRD-3709 shipped to Chicago distribution hub.,37820.07,0,none
INV-2026-10546,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -4648.,27974.28,1,fraud
INV-2026-10547,Executive travel reimbursement and client dining expense report for Q2 strategic review.,40261.8,0,none
INV-2026-10548,Re-submission: Invoice for PO-75333 services rendered. Remit via updated wire transfer protocol.,49052.87,1,fraud
INV-2026-10549,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-513 and PO-64046.,41469.53,0,none
INV-2026-10550,Special management advisory fee regarding Q3 corporate restructuring.,47567.4,1,fraud
INV-2026-10551,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-936. Approved by IT director.,36116.25,0,none
INV-2026-10552,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -1035.,17726.5,1,fraud
INV-2026-10553,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-634. Approved by IT director.,44946.98,0,none
INV-2026-10554,Re-submission: Invoice for PO-63636 services rendered. Remit via updated wire transfer protocol.,10189.63,1,fraud
INV-2026-10555,Executive travel reimbursement and client dining expense report for Q2 strategic review.,38100.32,0,none
INV-2026-10556,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,48228.88,1,fraud
INV-2026-10557,Monthly retainer for freight shipping per Master Service Agreement MSA-853 and PO-16366.,46294.17,0,none
INV-2026-10558,Quarterly consulting retainer for freight shipping support. Direct payment required per invoice terms.,25701.4,1,fraud
INV-2026-10559,Executive travel reimbursement and client dining expense report for Q2 strategic review.,48554.09,0,none
INV-2026-10560,Re-submission: Invoice for PO-64099 services rendered. Remit via updated wire transfer protocol.,42310.65,1,fraud
INV-2026-10561,Routine notice: Scheduled update to primary remittance account #4291 for contract CTR-828.,11275.92,0,none
INV-2026-10562,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -9255.,27582.08,1,fraud
INV-2026-10563,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-879. Approved by IT director.,34037.93,0,none
INV-2026-10564,Special management advisory fee regarding Q3 corporate restructuring.,2238.33,1,fraud
INV-2026-10565,Fulfillment of PO-17419: 50 units of part #PRD-5374 shipped to Chicago distribution hub.,49193.09,0,none
INV-2026-10566,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -4342.,37926.1,1,fraud
INV-2026-10567,Monthly retainer for hardware maintenance per Master Service Agreement MSA-933 and PO-69322.,12642.18,0,none
INV-2026-10568,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -1881.,1635.3,1,fraud
INV-2026-10569,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-735. Approved by IT director.,37184.05,0,none
INV-2026-10570,Quarterly consulting retainer for cybersecurity compliance audit support. Direct payment required per invoice terms.,48161.29,1,fraud
INV-2026-10571,Routine notice: Scheduled update to primary remittance account #5329 for contract CTR-486.,7373.26,0,none
INV-2026-10572,Special management advisory fee regarding Q3 corporate restructuring.,8531.47,1,fraud
INV-2026-10573,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-152. Approved by IT director.,39705.5,0,none
INV-2026-10574,Special management advisory fee regarding Q3 corporate restructuring.,26509.71,1,fraud
INV-2026-10575,Routine notice: Scheduled update to primary remittance account #2506 for contract CTR-525.,18120.74,0,none
INV-2026-10576,Quarterly consulting retainer for hardware maintenance support. Direct payment required per invoice terms.,24268.0,1,fraud
INV-2026-10577,Routine notice: Scheduled update to primary remittance account #4937 for contract CTR-217.,45320.33,0,none
INV-2026-10578,Special management advisory fee regarding Q3 corporate restructuring.,45880.69,1,fraud
INV-2026-10579,Monthly retainer for executive legal counsel per Master Service Agreement MSA-362 and PO-80809.,45655.46,0,none
INV-2026-10580,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -1718.,15525.26,1,fraud
INV-2026-10581,Fulfillment of PO-20793: 50 units of part #PRD-3742 shipped to Chicago distribution hub.,27127.09,0,none
INV-2026-10582,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,11073.4,1,fraud
INV-2026-10583,Executive travel reimbursement and client dining expense report for Q2 strategic review.,36126.55,0,none
INV-2026-10584,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,29173.15,1,fraud
INV-2026-10585,Fulfillment of PO-60860: 200 units of part #PRD-7626 shipped to Chicago distribution hub.,16503.81,0,none
INV-2026-10586,Re-submission: Invoice for PO-10773 services rendered. Remit via updated wire transfer protocol.,35343.22,1,fraud
INV-2026-10587,Monthly retainer for hardware maintenance per Master Service Agreement MSA-614 and PO-23911.,14794.35,0,none
INV-2026-10588,Re-submission: Invoice for PO-96602 services rendered. Remit via updated wire transfer protocol.,27139.92,1,fraud
INV-2026-10589,Fulfillment of PO-81529: 200 units of part #PRD-3360 shipped to Chicago distribution hub.,34187.16,0,none
INV-2026-10590,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -1684.,1246.46,1,fraud
INV-2026-10591,Routine notice: Scheduled update to primary remittance account #4441 for contract CTR-650.,37666.53,0,none
INV-2026-10592,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -3637.,10015.64,1,fraud
INV-2026-10593,Routine notice: Scheduled update to primary remittance account #9992 for contract CTR-298.,23601.99,0,none
INV-2026-10594,Special management advisory fee regarding Q3 corporate restructuring.,10673.46,1,fraud
INV-2026-10595,Routine notice: Scheduled update to primary remittance account #2639 for contract CTR-438.,14971.72,0,none
INV-2026-10596,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,34979.45,1,fraud
INV-2026-10597,Fulfillment of PO-57774: 200 units of part #PRD-8017 shipped to Chicago distribution hub.,1236.76,0,none
INV-2026-10598,Quarterly consulting retainer for cybersecurity compliance audit support. Direct payment required per invoice terms.,7580.99,1,fraud
INV-2026-10599,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-573. Approved by IT director.,28031.92,0,none
INV-2026-10600,Quarterly consulting retainer for freight shipping support. Direct payment required per invoice terms.,13898.5,1,fraud
INV-2026-10601,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-119 and PO-76476.,38690.81,0,none
INV-2026-10602,Quarterly consulting retainer for cloud infrastructure hosting support. Direct payment required per invoice terms.,33041.5,1,fraud
INV-2026-10603,Fulfillment of PO-39269: 500 units of part #PRD-5767 shipped to Chicago distribution hub.,23770.36,0,none
INV-2026-10604,Special management advisory fee regarding Q3 corporate restructuring.,42551.11,1,fraud
INV-2026-10605,Routine notice: Scheduled update to primary remittance account #3608 for contract CTR-875.,9778.11,0,none
INV-2026-10606,Special management advisory fee regarding Q3 corporate restructuring.,38312.15,1,fraud
INV-2026-10607,Fulfillment of PO-58422: 50 units of part #PRD-1701 shipped to Chicago distribution hub.,26376.38,0,none
INV-2026-10608,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -6309.,6058.03,1,fraud
INV-2026-10609,Routine notice: Scheduled update to primary remittance account #3848 for contract CTR-954.,19456.32,0,none
INV-2026-10610,Re-submission: Invoice for PO-95634 services rendered. Remit via updated wire transfer protocol.,19440.11,1,fraud
INV-2026-10611,Fulfillment of PO-56255: 200 units of part #PRD-8976 shipped to Chicago distribution hub.,44471.43,0,none
INV-2026-10612,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,26212.52,1,fraud
INV-2026-10613,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-253. Approved by IT director.,33394.37,0,none
INV-2026-10614,Re-submission: Invoice for PO-24855 services rendered. Remit via updated wire transfer protocol.,11324.49,1,fraud
INV-2026-10615,Fulfillment of PO-41938: 50 units of part #PRD-3095 shipped to Chicago distribution hub.,7601.48,0,none
INV-2026-10616,Special management advisory fee regarding Q3 corporate restructuring.,46199.9,1,fraud
INV-2026-10617,Routine notice: Scheduled update to primary remittance account #5644 for contract CTR-713.,47415.44,0,none
INV-2026-10618,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,41687.82,1,fraud
INV-2026-10619,Routine notice: Scheduled update to primary remittance account #5333 for contract CTR-913.,9218.36,0,none
INV-2026-10620,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -7196.,19887.63,1,fraud
INV-2026-10621,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-307 and PO-78512.,30670.04,0,none
INV-2026-10622,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,37866.77,1,fraud
INV-2026-10623,Monthly retainer for executive legal counsel per Master Service Agreement MSA-775 and PO-27082.,44951.48,0,none
INV-2026-10624,Re-submission: Invoice for PO-58546 services rendered. Remit via updated wire transfer protocol.,12244.83,1,fraud
INV-2026-10625,Executive travel reimbursement and client dining expense report for Q2 strategic review.,7560.27,0,none
INV-2026-10626,Re-submission: Invoice for PO-20986 services rendered. Remit via updated wire transfer protocol.,13632.44,1,fraud
INV-2026-10627,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-691 and PO-78490.,19376.46,0,none
INV-2026-10628,Quarterly consulting retainer for hardware maintenance support. Direct payment required per invoice terms.,32927.22,1,fraud
INV-2026-10629,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-975. Approved by IT director.,49598.14,0,none
INV-2026-10630,Re-submission: Invoice for PO-82365 services rendered. Remit via updated wire transfer protocol.,19140.44,1,fraud
INV-2026-10631,Routine notice: Scheduled update to primary remittance account #7522 for contract CTR-359.,37053.34,0,none
INV-2026-10632,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,20627.48,1,fraud
INV-2026-10633,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-728. Approved by IT director.,20066.08,0,none
INV-2026-10634,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,4139.94,1,fraud
INV-2026-10635,Fulfillment of PO-89826: 50 units of part #PRD-7296 shipped to Chicago distribution hub.,31084.31,0,none
INV-2026-10636,Special management advisory fee regarding Q3 corporate restructuring.,22509.63,1,fraud
INV-2026-10637,Fulfillment of PO-35525: 50 units of part #PRD-9364 shipped to Chicago distribution hub.,35224.04,0,none
INV-2026-10638,Special management advisory fee regarding Q3 corporate restructuring.,48806.65,1,fraud
INV-2026-10639,Monthly retainer for hardware maintenance per Master Service Agreement MSA-898 and PO-62354.,29717.93,0,none
INV-2026-10640,Special management advisory fee regarding Q3 corporate restructuring.,18026.28,1,fraud
INV-2026-10641,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-720. Approved by IT director.,13794.27,0,none
INV-2026-10642,Re-submission: Invoice for PO-83220 services rendered. Remit via updated wire transfer protocol.,17658.33,1,fraud
INV-2026-10643,Monthly retainer for freight shipping per Master Service Agreement MSA-363 and PO-80504.,48336.72,0,none
INV-2026-10644,Special management advisory fee regarding Q3 corporate restructuring.,44929.67,1,fraud
INV-2026-10645,Monthly retainer for executive legal counsel per Master Service Agreement MSA-219 and PO-43792.,34168.74,0,none
INV-2026-10646,Quarterly consulting retainer for hardware maintenance support. Direct payment required per invoice terms.,35340.11,1,fraud
INV-2026-10647,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-394. Approved by IT director.,28173.02,0,none
INV-2026-10648,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,47408.79,1,fraud
INV-2026-10649,Fulfillment of PO-36170: 50 units of part #PRD-4965 shipped to Chicago distribution hub.,11132.15,0,none
INV-2026-10650,Quarterly consulting retainer for cybersecurity compliance audit support. Direct payment required per invoice terms.,6874.05,1,fraud
INV-2026-10651,Monthly retainer for executive legal counsel per Master Service Agreement MSA-728 and PO-10868.,19188.63,0,none
INV-2026-10652,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -9374.,14733.06,1,fraud
INV-2026-10653,Fulfillment of PO-17097: 500 units of part #PRD-7933 shipped to Chicago distribution hub.,47043.07,0,none
INV-2026-10654,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,48848.85,1,fraud
INV-2026-10655,Routine notice: Scheduled update to primary remittance account #7216 for contract CTR-423.,29469.4,0,none
INV-2026-10656,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -5306.,12619.82,1,fraud
INV-2026-10657,Executive travel reimbursement and client dining expense report for Q2 strategic review.,11316.09,0,none
INV-2026-10658,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -3947.,28999.08,1,fraud
INV-2026-10659,Routine notice: Scheduled update to primary remittance account #4863 for contract CTR-933.,28211.66,0,none
INV-2026-10660,Re-submission: Invoice for PO-29601 services rendered. Remit via updated wire transfer protocol.,21654.51,1,fraud
INV-2026-10661,Fulfillment of PO-51383: 200 units of part #PRD-5915 shipped to Chicago distribution hub.,28544.78,0,none
INV-2026-10662,Special management advisory fee regarding Q3 corporate restructuring.,11557.9,1,fraud
INV-2026-10663,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-959. Approved by IT director.,13728.69,0,none
INV-2026-10664,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -7746.,6940.64,1,fraud
INV-2026-10665,Routine notice: Scheduled update to primary remittance account #3859 for contract CTR-690.,48989.28,0,none
INV-2026-10666,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -8322.,44591.99,1,fraud
INV-2026-10667,Executive travel reimbursement and client dining expense report for Q2 strategic review.,32388.45,0,none
INV-2026-10668,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -2168.,4876.48,1,fraud
INV-2026-10669,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-421. Approved by IT director.,30663.86,0,none
INV-2026-10670,Re-submission: Invoice for PO-57600 services rendered. Remit via updated wire transfer protocol.,21285.46,1,fraud
INV-2026-10671,Fulfillment of PO-40753: 500 units of part #PRD-5122 shipped to Chicago distribution hub.,11318.0,0,none
INV-2026-10672,Re-submission: Invoice for PO-18361 services rendered. Remit via updated wire transfer protocol.,2291.88,1,fraud
INV-2026-10673,Executive travel reimbursement and client dining expense report for Q2 strategic review.,5131.25,0,none
INV-2026-10674,Re-submission: Invoice for PO-42426 services rendered. Remit via updated wire transfer protocol.,31697.55,1,fraud
INV-2026-10675,Fulfillment of PO-32361: 50 units of part #PRD-1575 shipped to Chicago distribution hub.,43158.07,0,none
INV-2026-10676,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -8288.,7620.63,1,fraud
INV-2026-10677,Routine notice: Scheduled update to primary remittance account #9576 for contract CTR-705.,32349.54,0,none
INV-2026-10678,Special management advisory fee regarding Q3 corporate restructuring.,22651.15,1,fraud
INV-2026-10679,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-366. Approved by IT director.,26642.5,0,none
INV-2026-10680,Quarterly consulting retainer for hardware maintenance support. Direct payment required per invoice terms.,47400.92,1,fraud
INV-2026-10681,Executive travel reimbursement and client dining expense report for Q2 strategic review.,27862.4,0,none
INV-2026-10682,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,36031.96,1,fraud
INV-2026-10683,Executive travel reimbursement and client dining expense report for Q2 strategic review.,26313.89,0,none
INV-2026-10684,Special management advisory fee regarding Q3 corporate restructuring.,21232.29,1,fraud
INV-2026-10685,Monthly retainer for cybersecurity compliance audit per Master Service Agreement MSA-239 and PO-47957.,14334.57,0,none
INV-2026-10686,Special management advisory fee regarding Q3 corporate restructuring.,48516.09,1,fraud
INV-2026-10687,Monthly retainer for cybersecurity compliance audit per Master Service Agreement MSA-204 and PO-46977.,36628.25,0,none
INV-2026-10688,Quarterly consulting retainer for cloud infrastructure hosting support. Direct payment required per invoice terms.,21591.91,1,fraud
INV-2026-10689,Executive travel reimbursement and client dining expense report for Q2 strategic review.,3745.88,0,none
INV-2026-10690,Re-submission: Invoice for PO-71623 services rendered. Remit via updated wire transfer protocol.,41045.29,1,fraud
INV-2026-10691,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-886 and PO-42631.,37143.33,0,none
INV-2026-10692,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,20067.03,1,fraud
INV-2026-10693,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-262. Approved by IT director.,6984.93,0,none
INV-2026-10694,Re-submission: Invoice for PO-57241 services rendered. Remit via updated wire transfer protocol.,12562.33,1,fraud
INV-2026-10695,Executive travel reimbursement and client dining expense report for Q2 strategic review.,39668.05,0,none
INV-2026-10696,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,38769.05,1,fraud
INV-2026-10697,Fulfillment of PO-21980: 500 units of part #PRD-6544 shipped to Chicago distribution hub.,3928.98,0,none
INV-2026-10698,Quarterly consulting retainer for freight shipping support. Direct payment required per invoice terms.,16520.24,1,fraud
INV-2026-10699,Routine notice: Scheduled update to primary remittance account #1349 for contract CTR-924.,34773.25,0,none
INV-2026-10700,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -5828.,27593.97,1,fraud
INV-2026-10701,Executive travel reimbursement and client dining expense report for Q2 strategic review.,36887.72,0,none
INV-2026-10702,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -9702.,8596.25,1,fraud
INV-2026-10703,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-654. Approved by IT director.,19573.13,0,none
INV-2026-10704,Quarterly consulting retainer for cloud infrastructure hosting support. Direct payment required per invoice terms.,36329.17,1,fraud
INV-2026-10705,Routine notice: Scheduled update to primary remittance account #3525 for contract CTR-294.,31038.92,0,none
INV-2026-10706,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -9572.,33285.66,1,fraud
INV-2026-10707,Monthly retainer for cybersecurity compliance audit per Master Service Agreement MSA-282 and PO-14099.,10389.22,0,none
INV-2026-10708,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,31574.55,1,fraud
INV-2026-10709,Routine notice: Scheduled update to primary remittance account #1214 for contract CTR-150.,46580.34,0,none
INV-2026-10710,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,28342.97,1,fraud
INV-2026-10711,Executive travel reimbursement and client dining expense report for Q2 strategic review.,2992.0,0,none
INV-2026-10712,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,36533.42,1,fraud
INV-2026-10713,Routine notice: Scheduled update to primary remittance account #3931 for contract CTR-294.,28362.75,0,none
INV-2026-10714,Special management advisory fee regarding Q3 corporate restructuring.,35424.97,1,fraud
INV-2026-10715,Executive travel reimbursement and client dining expense report for Q2 strategic review.,17538.13,0,none
INV-2026-10716,Quarterly consulting retainer for freight shipping support. Direct payment required per invoice terms.,42397.85,1,fraud
INV-2026-10717,Executive travel reimbursement and client dining expense report for Q2 strategic review.,11482.48,0,none
INV-2026-10718,Special management advisory fee regarding Q3 corporate restructuring.,36589.35,1,fraud
INV-2026-10719,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-116. Approved by IT director.,15716.36,0,none
INV-2026-10720,Quarterly consulting retainer for cybersecurity compliance audit support. Direct payment required per invoice terms.,28259.83,1,fraud
INV-2026-10721,Routine notice: Scheduled update to primary remittance account #3557 for contract CTR-196.,7782.0,0,none
INV-2026-10722,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -2505.,28953.87,1,fraud
INV-2026-10723,Routine notice: Scheduled update to primary remittance account #8905 for contract CTR-851.,9472.22,0,none
INV-2026-10724,Special management advisory fee regarding Q3 corporate restructuring.,4845.39,1,fraud
INV-2026-10725,Monthly retainer for hardware maintenance per Master Service Agreement MSA-456 and PO-66925.,37636.25,0,none
INV-2026-10726,Special management advisory fee regarding Q3 corporate restructuring.,26694.78,1,fraud
INV-2026-10727,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-678. Approved by IT director.,8506.68,0,none
INV-2026-10728,Re-submission: Invoice for PO-88005 services rendered. Remit via updated wire transfer protocol.,11882.2,1,fraud
INV-2026-10729,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-251. Approved by IT director.,29000.59,0,none
INV-2026-10730,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,22290.06,1,fraud
INV-2026-10731,Fulfillment of PO-83308: 50 units of part #PRD-8993 shipped to Chicago distribution hub.,32960.17,0,none
INV-2026-10732,Quarterly consulting retainer for freight shipping support. Direct payment required per invoice terms.,14046.6,1,fraud
INV-2026-10733,Executive travel reimbursement and client dining expense report for Q2 strategic review.,21753.49,0,none
INV-2026-10734,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -5994.,9293.51,1,fraud
INV-2026-10735,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-941. Approved by IT director.,3199.0,0,none
INV-2026-10736,Quarterly consulting retainer for cybersecurity compliance audit support. Direct payment required per invoice terms.,37239.5,1,fraud
INV-2026-10737,Fulfillment of PO-47707: 50 units of part #PRD-6624 shipped to Chicago distribution hub.,15950.78,0,none
INV-2026-10738,Re-submission: Invoice for PO-37395 services rendered. Remit via updated wire transfer protocol.,10986.27,1,fraud
INV-2026-10739,Routine notice: Scheduled update to primary remittance account #1301 for contract CTR-661.,19453.73,0,none
INV-2026-10740,Special management advisory fee regarding Q3 corporate restructuring.,39670.24,1,fraud
INV-2026-10741,Routine notice: Scheduled update to primary remittance account #2091 for contract CTR-154.,20043.61,0,none
INV-2026-10742,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -7332.,12327.26,1,fraud
INV-2026-10743,Executive travel reimbursement and client dining expense report for Q2 strategic review.,5313.01,0,none
INV-2026-10744,Quarterly consulting retainer for freight shipping support. Direct payment required per invoice terms.,13122.21,1,fraud
INV-2026-10745,Routine notice: Scheduled update to primary remittance account #1301 for contract CTR-441.,17992.22,0,none
INV-2026-10746,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -5519.,40782.75,1,fraud
INV-2026-10747,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-934. Approved by IT director.,8433.7,0,none
INV-2026-10748,Re-submission: Invoice for PO-60096 services rendered. Remit via updated wire transfer protocol.,12777.68,1,fraud
INV-2026-10749,Fulfillment of PO-89346: 200 units of part #PRD-8359 shipped to Chicago distribution hub.,7456.83,0,none
INV-2026-10750,Quarterly consulting retainer for freight shipping support. Direct payment required per invoice terms.,34738.07,1,fraud
INV-2026-10751,Routine notice: Scheduled update to primary remittance account #6201 for contract CTR-540.,4322.89,0,none
INV-2026-10752,Special management advisory fee regarding Q3 corporate restructuring.,44126.46,1,fraud
INV-2026-10753,Executive travel reimbursement and client dining expense report for Q2 strategic review.,39176.29,0,none
INV-2026-10754,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,30221.67,1,fraud
INV-2026-10755,Fulfillment of PO-20417: 500 units of part #PRD-8808 shipped to Chicago distribution hub.,25613.9,0,none
INV-2026-10756,Special management advisory fee regarding Q3 corporate restructuring.,25080.83,1,fraud
INV-2026-10757,Fulfillment of PO-39658: 50 units of part #PRD-7694 shipped to Chicago distribution hub.,46346.32,0,none
INV-2026-10758,Re-submission: Invoice for PO-97993 services rendered. Remit via updated wire transfer protocol.,9676.83,1,fraud
INV-2026-10759,Executive travel reimbursement and client dining expense report for Q2 strategic review.,20838.47,0,none
INV-2026-10760,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,30963.74,1,fraud
INV-2026-10761,Routine notice: Scheduled update to primary remittance account #9530 for contract CTR-649.,6356.5,0,none
INV-2026-10762,Re-submission: Invoice for PO-42207 services rendered. Remit via updated wire transfer protocol.,49207.7,1,fraud
INV-2026-10763,Monthly retainer for freight shipping per Master Service Agreement MSA-496 and PO-77649.,15267.79,0,none
INV-2026-10764,Re-submission: Invoice for PO-47475 services rendered. Remit via updated wire transfer protocol.,15426.57,1,fraud
INV-2026-10765,Monthly retainer for freight shipping per Master Service Agreement MSA-245 and PO-70762.,36409.69,0,none
INV-2026-10766,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,20260.27,1,fraud
INV-2026-10767,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-125. Approved by IT director.,5418.8,0,none
INV-2026-10768,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -8362.,32069.55,1,fraud
INV-2026-10769,Monthly retainer for freight shipping per Master Service Agreement MSA-824 and PO-60343.,19555.25,0,none
INV-2026-10770,Re-submission: Invoice for PO-32398 services rendered. Remit via updated wire transfer protocol.,43572.11,1,fraud
INV-2026-10771,Fulfillment of PO-50378: 200 units of part #PRD-8311 shipped to Chicago distribution hub.,31696.19,0,none
INV-2026-10772,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,23473.49,1,fraud
INV-2026-10773,Executive travel reimbursement and client dining expense report for Q2 strategic review.,11626.82,0,none
INV-2026-10774,Re-submission: Invoice for PO-67917 services rendered. Remit via updated wire transfer protocol.,44226.23,1,fraud
